Name,Hash,Meter,BPM,Total stream,Stream density
ECS11 - Speed/[31] [372] Valkyrie Dimension,b9ea69661be44e93fa28f290d4aea414fac32e9a,31,372.0,64.0,0.5517241379310345
ECS11 - Speed/[32] [374] Fighting The Inhuman,519ce95af58f2fba87f8bd6584f2fd0d2ccf0e14,32,373.5,72.0,0.7384615384615385
ECS11 - Speed/[32] [340] Skyclad Observer (Orchestral Rock arrange),eb20a2c5f667488241d32ca9d470f3ff0b327717,32,340.0,234.0,0.9140625
ECS11 - Speed/[32] [321] Trails of Cold Stream SC (Part 5),5dca6e6f96f93403ae45063253872577a56a4094,32,321.0,607.5,0.9121621621621622
ECS11 - Upper/[23] [240] Deltamix,5e3505822e4c4689cc8c17509ee9e6dd125defce,23,240.0,667.0,0.667
ECS11 - Upper/[23] [238] Naruto RMX,8bdcba667e75365f145cf743777d72b691f9d2b5,23,238.0,437.0,0.8954918032786885
ECS11 - Upper/[23] [238] Oriental Misology,c3d634e147c8274474a18519a18f767b5e773ef1,23,238.0,347.0,0.8463414634146341
ECS11 - Upper/[23] [238] The Ninth Wave,4452422e2a4b73890dccf3198c6b8a47b94fc53a,23,238.0,375.0,0.8445945945945946
ECS11 - Upper/[24] [235] two thousands otaku retrospective collection,b88bd41dabd3919acdd98a25bbf5651d316decc7,24,235.0,782.0,0.8053553038105047
ECS11 - Upper/[25] [250] Fumisugi Annihilation,2dc1ccc5ddbc16f0ea59b55a8e2f84cc2bdc29d1,25,250.0,867.0,0.762532981530343
ECS11 - Upper/[27] [260] Chipspeed Legacy,aca48cce3f7a53f852316b91c91347c47dafad82,27,260.0,1140.0,0.8823529411764706
ECS11 - Upper Marathon/Proof Of Will,0646825a441b2f923097c494221ff20d14f16f14,30,272.409,2904.0,0.7408163265306122
ECS12 - Lower/[12] [122] Tori no Uta,f578ca782ef4bdd77c9a0322cf8d171dd6822c25,12,122.09,126.0,0.7368421052631579
ECS12 - Lower/[13] [128] ITC Jams Vol. 1,ca8d3fa3b44b64b580c6c9858ec58610c68c431e,13,128.0,424.0,0.6463414634146342
ECS12 - Lower/[15] [144] ITC Jams Vol. 3,1dca228f247cb85c052a596347252de573d29bca,15,144.0,725.0,0.8127802690582959
ECS12 - Lower/[16] [160] Banana 160,0916edb4e636937703d10b8af319303f100a26a9,16,160.0,510.0,0.6854838709677419
ECS12 - Lower/[17] [170] The Enlightment,fad736383df322f94a64de50558c4adbce417842,17,170.0,667.0,0.7949940405244339
ECS12 - Lower Marathon/NO ESCAPE,6fac39e5f21f7ec581f689c6277601e990d82125,17,165.0,1932.0,0.7947346770876182
ECS12 - Mid/[20] [200] THE BEST OF SUPER JAYCORE 1984,34fea82fe88c7296ec265a1db0305c3359f39516,20,200.001,1085.0,0.6919642857142857
ECS12 - Mid/[21] [210] I Can See The Lights,6489bcbaf03f78e7091e5c7d2b667eefaa4a165a,21,209.999,813.0,0.8154463390170511
ECS12 - Mid/[22] [220] Thanatopsis Medley,e87270bb475f44da2e6fd542cc71a13848fbda66,22,214.019,801.0,0.828335056876939
ECS12 - Mid/[23] [230] Disaster Level- DEMON,963b8213eb8f8bad0e81a1ce7e8f987630d402bc,23,230.0,938.0,0.8271604938271605
ECS12 - Mid Marathon/TOTAL BLACKOUT,ff6f17217a6dc85ec15d100271012db40d0038de,23,210.0,2551.0,0.8383174498849819
ECS12 - Speed/[24] [245] Because Maybe! pt.3,69ce9ef966e34e774d341ede13e88c660b75cae4,24,245.0,578.0,0.7983425414364641
ECS12 - Speed/[24] [300] Go Beyond!!,e35930fc235dd6e9022b1036054e241151e6148e,24,300.0,63.0,0.5060240963855421
ECS12 - Speed/[24] [290] Move That Body!,cc00c4af051e3d92f9c337e65e3a3b30bc14f797,24,290.0,48.0,0.75
ECS12 - Speed/[25] [306] Cube Negative (MGB Edit),6f69ccac639de901b543ebe69b23e067f30f5a90,25,306.0,54.0,0.782608695652174
ECS12 - Speed/[25] [273] Heel and Toe,1d5a8978414e15ccf4980b1e4ef7743d468b5d46,25,273.0,121.5,1.0
ECS12 - Speed/[26] [320] Awesome God,1b17b85c0c46a5c2d9fd74bb566f199ee2370f83,26,320.0,42.0,0.7241379310344828
ECS12 - Speed/[26] [312] NBA on NBC Theme,f9f8973dc3456b58616b7a2b3d3bd535c8200177,26,312.342,63.0,0.8181818181818182
ECS12 - Speed/[26] [310] Quasar,4d555e56a09f21e561f987355b7c7217b7e70a03,26,310.0,48.0,1.0
ECS12 - Speed/[27] [315] Allegro Con Fuoco,8ccc8b270ece323006f7eb978c56124a81b78dc2,27,315.0,78.0,0.78
ECS12 - Speed/[27] [330] Light Emitting Diode N,a73c13ece430ad3d59175100c7494ad7c4770e51,27,330.0,61.0,0.6421052631578947
ECS12 - Speed/[27] [320] SAKURA,b7d03418efea169cef4e949f97df52261db5d3bf,27,320.0,83.0,0.7685185185185185
ECS12 - Speed/[27] [310] Strange Injection,bd5958e49f386b7ef489db45785e2d0198493d06,27,310.0,112.0,0.8235294117647058
ECS12 - Speed/[28] [336] Connect 1986,9445be60d9c717fbed6d0540afc7bdd72051b0b7,28,336.0,84.0,0.6268656716417911
ECS12 - Speed/[28] [320] Encounter with the Supreme Ruler Separated from the Sky,31b0daae9be999046894f5409ce555d7f9cdee58,28,320.0,102.0,0.816
ECS12 - Speed/[28] [316] Euphorium,e2aeed7739412c1d86327c733a905a1b9d083ffc,28,316.0,112.0,0.8615384615384616
ECS12 - Speed/[28] [310] EXE,9fb80cd60e8ae961034aa2e775da4b84ca310ce7,28,310.0,109.0,0.9819819819819819
ECS12 - Speed/[28] [335] Grace,10111439d884dbde920a0a8b0aee779728f10cff,28,334.966,152.0,0.5223367697594502
ECS12 - Speed/[28] [340] On The Break,40c07144c59bd24909e9ee08616fd0657f2514e7,28,340.0,63.0,0.7682926829268293
ECS12 - Speed/[28] [318] refrain,6312105513609f49f22e0577c14d9d932d7822cc,28,318.0,96.0,0.75
ECS12 - Speed/[28] [321] We Came To Gangbang (Medium),6419474b32dc61fbb1b8cd52a5921e8bb8516aa7,28,321.0,129.0,0.7747747747747747
ECS12 - Speed/[29] [298] Atmosphere,3018ee3c236dee79f8fa633a67bf00a948e9475b,29,298.0,248.0,0.992
ECS12 - Speed/[29] [320] Battle Train,09eb61fb9870cdef45a90ca60cfa0f74ea8f6f2a,29,320.0,192.0,0.8
ECS12 - Speed/[29] [351] Blue-White Crazybits (Hard),7efe07ffc5c58ee67509031c04500e7c204d3c2f,29,351.0,79.5,0.6091954022988506
ECS12 - Speed/[29] [330] Death Egg,0b91e0233f4f67638dfb2a4d8058ac3c9e49c1d1,29,330.12,88.0,0.9361702127659575
ECS12 - Speed/[29] [296] Exercises in Futility VI (Kopophobia RMX Feat. SpaceChimp),42045ce2d7330876038ad400e7d7019373dc3a9e,29,296.0,437.0,0.9418103448275862
ECS12 - Speed/[29] [340] Holders of Power (Hard),555d73f8d4e1d40e3dadccd3efcbcdd35ee697cd,29,340.12,126.0,0.63
ECS12 - Speed/[29] [304] Imperial Code II,92756bd7bc15da1904998ce068d1444890d0c27d,29,304.0,262.0,0.9562043795620438
ECS12 - Speed/[29] [290] Neo Fury Medley,a55603ecd9107daa65d84ba5540165623f785f38,29,290.0,545.0,0.9445407279029463
ECS12 - Speed/[29] [311] Raintain,d932d963529a67bf6c3cf5542c88c6d60b3cf10b,29,310.501,243.0,0.8756756756756757
ECS12 - Speed/[29] [300] USAO ULTIMATE HYPER MEGA MIX (Restep),c18778d79df4afcd0652545d867a93f47393ec2f,29,300.0,315.0,0.9210526315789473
ECS12 - Speed/[29] [300] Wailing Siren,14b65e404a7ddbeb30f9b877404f349d910e58e3,29,300.0,333.0,0.8717277486910995
ECS12 - Speed/[29] [315] We Luv Lama,33ff572412b63ac050c5ff1d149adbbf17f76615,29,315.0,222.0,0.9024390243902439
ECS12 - Speed/[30] [310] Beast and the Harlot,10323f5b8f192c3335e1000a846d368ec0c100fa,30,310.026,336.0,0.9130434782608695
ECS12 - Speed/[30] [324] Credits,0e97bce84b55a315de543e441c9c9e7e1effd311,30,324.0,240.0,0.9302325581395349
ECS12 - Speed/[30] [360] Digital Kiss,77bbf6e3a266703cbbca40a0dbe1eea532e0def9,30,360.0,80.0,0.6666666666666666
ECS12 - Speed/[30] [350] Heaven Above,334830f533dc0f1163c4c7d79dd0b37453766f4e,30,350.0,104.0,0.6666666666666666
ECS12 - Speed/[30] [342] O_L,86f29d4a13fd1201a99a3868009ddf0ecb00f255,30,342.0,132.0,0.7154471544715447
ECS12 - Speed/[30] [330] Xenoflux,d45639828ae55829c7ed140f861cf76a2dc13df1,30,330.0,141.0,0.9791666666666666
ECS12 - Speed/[31] [354] Atmos Break,8df6082582580bee866e6086e62f2808d4eba22b,31,354.0,89.0,0.8090909090909091
ECS12 - Speed/[31] [341] CYBORG BEAR STRIKES BACK,cc5cd729b8fbf5d99595dd9e1291597d98f90929,31,340.53,178.0,0.8557692307692307
ECS12 - Speed/[31] [370] Possession,53263034fbf1dcfe7e867c8e86f817bd9e4c0084,31,370.0,90.0,0.569620253164557
ECS12 - Speed/[31] [360] RIDE ON THE LIGHT (Medium),55f9c619070379528e347fe0dbef959ccb8c5582,31,360.0,109.0,0.8074074074074075
ECS12 - Speed/[31] [350] Sun Valley,048ea92609dd9637885ce8b1acca15aa7bf0f41b,31,350.0,102.0,0.9272727272727272
ECS12 - Speed/[31] [336] X-matic II,90ca386dedcfea494d099e4efc6e72f4613509fc,31,336.0,284.0,0.8987341772151899
ECS12 - Speed/[31] [328] Yomotsuhirasaka,d94c05c584aa69cf3bb515801b46574ec03be553,31,328.0,286.0,0.8719512195121951
ECS12 - Speed/[32] [330] Fleeing Kuro,3a9f5eb3c13dc205fa5f369bdf2fff6c7793f8ba,32,330.0,280.0,1.0
ECS12 - Speed/[32] [336] Footsteps of Doom,4622301088e70359ff7697bb937db0fe683200f1,32,336.0,216.0,1.0
ECS12 - Speed/[32] [360] LOVE IS ORANGE,95bda3a4406f3cce1e82fc8f57040e1cefda3661,32,360.024,116.0,0.8467153284671532
ECS12 - Speed/[32] [366] Mind Mapping,61542aa70bf6a490fac4bf884f706d22178c4079,32,366.0,94.0,0.734375
ECS12 - Speed/[32] [374] Polaris (Hard),54d265b5f604b538cc5ecca476d5931732adcf4e,32,373.587,133.5,0.5705128205128205
ECS12 - Speed/[32] [350] Remnants of Celestial,15653815c8cbbb20fa1a16dd8d88638d0d7ac0b6,32,350.0,132.0,1.0
ECS12 - Speed/[32] [352] Sky Fracture,7db618e69f184ef3515d32b701630a99176f4d28,32,352.0,240.0,0.8362369337979094
ECS12 - Speed/[32] [348] The Rat Race (Hard),02102b249ce739aef264694a695cd19128984add,32,348.0,232.0,0.8923076923076924
ECS12 - Speed/[32] [380] TRIP MACHINE EVOLUTION,b5e1d463488d893808cddde4d8c9c2fa7cd216a7,32,380.0,99.0,0.7615384615384615
ECS12 - Speed/[33] [345] Astral Reaper,f6c0866de76ede77375f149b692fdb7e9b80876d,33,345.0,295.0,0.9104938271604939
ECS12 - Speed/[33] [340] Beyond The Stars,1da65a214d31d83213b75204ed0cb8f6b646ab99,33,340.0,227.0,0.9912663755458515
ECS12 - Speed/[33] [375] Brute Force (Medium),ff9e564387c8b6304aba9c8495744495330cd422,33,375.0,103.5,0.6272727272727273
ECS12 - Speed/[33] [350] Ewe Say Run,a5fe453b39100ada04760c2a5195dd0bb77660ae,33,350.028,240.0,0.8450704225352113
ECS12 - Speed/[33] [390] Killing Fields EX,eee48c36f443701d323b276b6b47b2f8efd88869,33,390.0,62.0,0.775
ECS12 - Speed/[33] [356] Pure Ruby,a5c42eddd646b3b0ad6d136904335dbba2f9bf8a,33,356.0,176.0,0.9777777777777777
ECS12 - Speed/[33] [360] Soul to Burn,bdca021e6d54282b8eb03fbb22c588b4de7ad291,33,360.0,192.0,0.8888888888888888
ECS12 - Speed/[33] [370] Terminal,55132cd6dc507e192592e3ff2ea41c2e95c785a0,33,370.0,140.0,0.8
ECS12 - Speed/[33] [383] VikingFjord Retaliation,b603f06b24597714fd799e9a2e1bedd2dd6eccbc,33,382.482,117.0,0.75
ECS12 - Speed/[33] [360] Whazashmup,8f399d91d7bb75651cc2587a8e9f28e57d493d25,33,360.0,193.5,0.80625
ECS12 - Speed/[34] [372] Battle 2,2993fd435ece87664751164f81db2f4f43c9c1d5,34,372.0,138.0,0.9787234042553191
ECS12 - Speed/[34] [361] Blitzar Collapse,67f86e929e92da919e2478f20711554e60b224ad,34,360.594,204.0,0.9357798165137615
ECS12 - Speed/[34] [380] Chromatic Blitz,3fc7e890dd5c0f40891ac528edfb0840c602fc3e,34,380.0,128.0,0.8648648648648649
ECS12 - Speed/[34] [350] Hunting For Your Dream,6f1104a5fbe6248d4bf37f22c21a028e791b645d,34,350.0,452.0,0.9890590809628009
ECS12 - Speed/[34] [350] Motion Blur,87e6d065b2cf5bb72574702f11062df10e275a9e,34,350.0,389.0,0.9441747572815534
ECS12 - Speed/[34] [388] No Other Choice,cf588039da5802974656441341f6948fbfb4fdfb,34,388.0,64.0,1.0
ECS12 - Speed/[34] [405] Release of the Far West Ocean,810575e3ce5d93c0b0bbaa55987560c103c0158b,34,405.0,85.5,0.6195652173913043
ECS12 - Speed/[34] [390] Speedy,395f1883bad2c8f3d1ed382a18f4dc2a08534bdd,34,390.0,64.0,1.0
ECS12 - Speed/[34] [370] The Last Striker,4418dd078c9652166b0de8bb5484dc7e18ebf840,34,370.0,166.0,0.8556701030927835
ECS12 - Speed/[34] [360] Western Gun Run,a67e818f97f50679e9b833f6bb2e017961a188cb,34,360.0,195.0,1.0
ECS12 - Speed/[35] [377] 3D Galax,993751c19d4dddf44d82bee28dd341c41e783a23,35,376.963,216.0,0.8780487804878049
ECS12 - Speed/[35] [380] Awake - Supernova,c430b3722aef882f743de6b3f1f43b0a6c3b2abf,35,380.0,162.0,0.9
ECS12 - Speed/[35] [390] Clockwork Spooks,cbc93a0cb4d244a7f96b532c62fb31b260b6002e,35,390.0,164.0,0.8631578947368421
ECS12 - Speed/[35] [366] Ernst (Ys vs. Sora no Kiseki),dc67f358c28606684d5b82c6dddabd6962002486,35,366.0,324.0,0.9050279329608939
ECS12 - Speed/[35] [413] Floor Master Battle (Medium),142840891a9c5b8a9db92839254ea1d548a64c9a,35,412.458,61.0,0.5126050420168067
ECS12 - Speed/[35] [405] Kind Lady (Medium),474bed0ae30d3c483007c958eea81623b67ddfec,35,405.0,93.0,0.775
ECS12 - Speed/[35] [390] Mikansei Koukyoukyoku,e589a1b76316eaa700c0a77eacb9120b055b6061,35,390.0,152.0,0.7450980392156863
ECS12 - Speed/[35] [380] Scythe of 13,073bc0a4317f1920b704615b2d2389c94e73980a,35,380.0,190.0,0.8482142857142857
ECS12 - Speed/[35] [360] The Shining Polaris (kors k Mix),84799586fc689e05cf828e4ccf23faffe25148d4,35,360.0,434.0,0.9313304721030042
ECS12 - Speed/[35] [376] Wild Card,7cd1ca56e2a64d41da1d8a8b4f0e036f990a5ddd,35,376.0,146.0,0.9864864864864865
ECS12 - Speed/[36] [400] Ascension to Heaven,0450dfbd43cf5f6b0631544191ef7dc1b9fb9364,36,400.0,222.0,0.8409090909090909
ECS12 - Speed/[36] [410] Aztec Templing,ffceb78880d8d88a33ca695f3ba077629c0fc9f7,36,410.0,114.0,0.7862068965517242
ECS12 - Speed/[36] [384] Erosion of Madness,80f9b53c9ca4b5bc85d03ac382da3f31afab2a3b,36,384.0,241.0,1.0
ECS12 - Speed/[36] [370] Fight the Current (Flashy mix),beb81233039ff8203852cd50069ce61730a03ce5,36,370.0,476.0,0.9794238683127572
ECS12 - Speed/[36] [360] For Creatures Such As Wii,490e4be316f3565316911329a74025930bc821cf,36,360.0,739.0,0.9827127659574468
ECS12 - Speed/[36] [370] Nous,2c7ab387c86ff635597f5d56083ae41c317cfdf6,36,370.0,352.0,1.0
ECS12 - Speed/[36] [360] Reawaken the mythology,b34fa4eae6ccb11d275f1a745d2b9dde5414ca41,36,360.0,725.0,0.9039900249376559
ECS12 - Speed/[36] [390] Run Away,d6533eef53dfed9a6912951e22e2092014ae140d,36,390.0,225.0,0.907258064516129
ECS12 - Speed/[36] [384] Witches Brew,7dbe023f5d15a774dab2c7ca4820bf63a4e06dba,36,384.0,192.0,0.9696969696969697
ECS12 - Speed/[36] [394] X Soldier Storm,dc988a7a775a65a0fd20fcdba9a4ec7c8e26e638,36,394.0,182.0,0.883495145631068
ECS12 - Speed/[37] [372] Astral Traveller (Xenofish Remix),f1b6f4fd61b41a2168f04eeb5a54ec9d4660db3f,37,372.0,594.0,0.9769736842105263
ECS12 - Speed/[37] [422] Daybreak glow,a22cd699291178d11862bfd64832bef5ec818fc8,37,422.0,144.0,0.6792452830188679
ECS12 - Speed/[37] [390] Don't Be Defeated By A Friend!,4a23b0da100fc2c0b876a9628a357e4af7dfafbe,37,390.0,346.0,0.8398058252427184
ECS12 - Speed/[37] [410] Immortal saga,34114589e522c3f37ba7e6e08c92c39afa8428ab,37,410.0,149.0,0.861271676300578
ECS12 - Speed/[37] [400] Tornado,d4d2ca1b7dcfd9c3d53af297f69d70801b96996f,37,400.0,334.0,0.8267326732673267
ECS12 - Speed/[37] [380] World End's Yama Xanadu,86fd99f225a2cb60ba5d94be872cab0afa2aca7d,37,380.0,508.0,0.9202898550724637
ECS12 - Speed/[38] [420] Crab Nicholson Extreme Sleepover,14822f4ff9b317e77b84d06be7eaf9d4211db37c,38,420.0,128.0,1.0
ECS12 - Speed/[38] [410] Dokudenpa,da01b926476f9a8c5e5f81ffd004e29dc3b97eba,38,410.0,268.0,0.8589743589743589
ECS12 - Speed/[38] [400] Quietus Ray,8bfcbe303402671f5f3679fb22765b036d7a7371,38,400.0,398.0,0.9544364508393285
ECS12 - Upper/[24] [240] Fumisugi Annihilation,8682bcde0059730a5c2bdc3663420aeed0bdda9a,24,240.0,867.0,0.762532981530343
ECS12 - Upper/[25] [246] Buried Light,dc2e1a33ff7de5ae6bec33d842b3d818ce8b8347,25,246.0,1078.0,0.8562351072279587
ECS12 - Upper/[29] [275] Sharpnel Lives,8369d3738d75354969599c32622b92b7ca56cd87,29,274.999,1459.5,0.8885844748858448
ECS12 - Upper Marathon/PATH OF THE GREATS,635dd15a0267adde2278bb4d766a6aa9eb8dc6c8,31,280.0,3264.0,0.8017686072218129
ECS13 - Lower/[14] [138] Muted Messenger,640286b8ad9663d4270ca37e34efc6d40de022a0,14,138.0,645.0,0.885989010989011
ECS13 - Lower/[15] [155] Frederhythm,10796b676f13d5027b65257483d76bcfbd159c77,15,155.0,509.0,0.6354556803995006
ECS13 - Lower/[17] [174] drum&based?,fe094274d997b211afc260cf0526625535134652,17,174.0,630.0,0.7816377171215881
ECS13 - Lower/[18] [205] God Of War (The Speed Freak's Remix),11ee1133ab4f72b804c7911f32d8a58d149c511e,18,205.0,226.0,0.7635135135135135
ECS13 - Lower/[18] [180] Metrik Essentials Mix,f4c059a02aea9d8cdd3f3046564f3830d3159ee5,18,180.0,745.0,0.9675324675324676
ECS13 - Lower Marathon/TIMELESS BEATZ,da8bc528eb55ea867f7118f0d91061ecaff4a09d,18,170.0,1998.0,0.8059701492537313
ECS13 - Mid/[19] [193] Observation of the Supernatural,9dee3da7fb7477024db79eb02324cab5facaa923,19,193.0,810.0,0.797244094488189
ECS13 - Mid/[21] [216] The Mixtape Album,e31cc80fc0f8a7281e2dba518dcbb51f4e86f7cb,21,216.0,832.0,0.7178602243313201
ECS13 - Mid/[22] [225] Classic dj TAKA Trance Medley,e65c4588abcb339516bf04bfbe9d8babe4a7c59e,22,225.0,765.0,0.7162921348314607
ECS13 - Mid/[23] [234] Requiem Stamina...,3e211d71eecd8c9dae34b126dc78965dc9b4ba18,23,234.0,790.0,0.7078853046594982
ECS13 - Mid/[24] [240] Opasnyje Jadjernaja,be519d46d88dcf882a3768687e3a10a5ffccf6ba,24,240.0,1115.0,0.6798780487804879
ECS13 - Mid Marathon/NO MORE GAMES,697ecb01cd9ddadcd96750cfe3fa0e130ff32ccf,24,225.0,2412.0,0.7502332814930015
ECS13 - Speed/[24] [292] 92 Explorer (Hard),3c9ab3de671126ad40b16d038a9b1dc3c1e4a7d5,24,292.0,95.0,0.4567307692307692
ECS13 - Speed/[24] [300] MAX 300 (Hard),c873979cb1a07039f2f268b46bda13af7415679a,24,300.088,50.0,0.5681818181818182
ECS13 - Speed/[25] [280] Dienos Advento,58466df185c9d33365d504f2aa849c23b97d8666,25,280.0,169.0,0.7444933920704846
"ECS13 - Speed/[25] [300] This Ain't A Scene, It's an Arms Race (Hard)",5f11787c06f4352ab66594836894f100487c125a,25,300.0,57.0,0.5757575757575758
ECS13 - Speed/[25] [310] XLASHER (Hard),34a5ef6694e7e18a1702505ac15b8561ad61b2db,25,310.0,32.0,1.0
ECS13 - Speed/[26] [310] Little Red Riding Hood,609cb4ba746bf81046df3f55e16b6f8136aac621,26,310.0,78.0,0.7959183673469388
ECS13 - Speed/[26] [280] STRONG 280,ff90626b7787b4a5e9f61460f4c8706b758e4aa5,26,280.0,222.0,0.7928571428571428
ECS13 - Speed/[26] [320] Wanna Do ~Hardhouse Mix~,274a948b54804e240130c63a419343c195dd1588,26,320.0,64.0,0.5423728813559322
ECS13 - Speed/[27] [330] EGOISM 440,52310da6415fb51c8b36ca84df72f23874e25f5d,27,330.0,70.5,0.6619718309859155
ECS13 - Speed/[27] [324] Get Your Wish (Anamanaguchi Remix),72763eafb45c03541ee799614ee7989433181e52,27,324.0,79.5,0.6022727272727273
ECS13 - Speed/[27] [280] Rebirth the end (Part II - Starcluster) (Part 1),891eedc4965cd2e57be65af7a558b3a1c1881f0b,27,280.0,234.0,0.9957446808510638
ECS13 - Speed/[28] [320] 1nput This 2 Y0ur Spine,7e73c689bdfb8569257b0a4dca6f5f3bc1dd9df1,28,320.0,115.0,0.8846153846153846
ECS13 - Speed/[28] [326] Final Destination,e8c3cc22a42ff9db83f226e76d702c884d064c03,28,325.5,84.0,0.7567567567567568
ECS13 - Speed/[28] [340] I Write Sins Not Tragedies,39879815c10d6320124a0adeef95b2045d6792c5,28,340.0,79.0,0.6929824561403509
ECS13 - Speed/[28] [330] ILY,ad7cb6e4faf034bd0c9c6a240b7280ae136acda0,28,330.0,67.5,0.9375
ECS13 - Speed/[28] [300] Phantasmal Blaze,e39e9566af53e558d63094011cd2b3cc0006894c,28,300.0,229.5,0.85
ECS13 - Speed/[28] [295] Tinsel Time,4e9135f44434b0340158021b81b797ba72c9d2ac,28,295.0,232.0,0.8529411764705882
ECS13 - Speed/[29] [352] City At Speed,f396d94f3203744338a8adf6fd1f156113adf9e2,29,352.0,62.0,0.6526315789473685
ECS13 - Speed/[29] [330] Nai Nai Nightcore,c932f3f6dbb0014a6e234c061536bbbee27479d2,29,330.0,151.5,0.7952755905511811
ECS13 - Speed/[29] [336] Neon Love,0d9502cfd92532c664d1b84a9e2a1ea6c4037bdd,29,336.0,97.0,0.6736111111111112
ECS13 - Speed/[29] [345] Talkin',a56426805e173cecf3431c8e930316dde551d6e4,29,345.0,100.5,0.5537190082644629
ECS13 - Speed/[30] [356] Abyss (sharp stepp remix),1bc022cef7b315249ae5fecb5ae05753bf957330,30,356.0,98.0,0.6853146853146853
ECS13 - Speed/[30] [314] Beast and the Harlot,7f214cf18fad08289a28f21fcf03b638a7c5d1e7,30,314.0,336.0,0.9130434782608695
ECS13 - Speed/[30] [345] ENRAPTURED SOULZ,fc1e5a4311b611319529d7299a9664ec777270f8,30,345.0,92.0,0.71875
ECS13 - Speed/[30] [308] Exercises in Futility VI (Kopophobia RMX Feat. SpaceChimp),e474385a72c25458a76d26f1fd491c037d4def63,30,308.0,437.0,0.9418103448275862
ECS13 - Speed/[30] [318] Flash Back 90s,95eb5928aa03fdd5e5a4e6a1eecab4083f4c06d7,30,318.0,297.0,0.911042944785276
ECS13 - Speed/[30] [360] K8107,7e14eb4d7f9d42eaca956702f724f2c3d68a5201,30,360.0,79.0,0.7452830188679245
ECS13 - Speed/[30] [300] PATH OF THE GREATS (Part 3) ~The Vast Plains Of Elysium~,6fc54f6b4be82367c24632e751e5d049ee60f3f0,30,300.0,508.0,0.8698630136986302
ECS13 - Speed/[30] [330] Return to Zero,67d46eeac195cb17d88796acd86f6610b8e672d7,30,330.0,210.0,0.75
ECS13 - Speed/[30] [366] squartatrice (Restep),58f70bcc85b65d1548b472f6f7395a9159faf708,30,366.0,56.0,0.6363636363636364
ECS13 - Speed/[30] [300] Trails of Cold Stream SC (Part 3),bfe2a29eb37425572bfdddf88b7e90e81318105c,30,299.998,611.0,0.9038461538461539
ECS13 - Speed/[31] [335] Battle,d13401f265af7421a399a715f64edda58eaaa73a,31,335.0,140.0,0.7865168539325843
ECS13 - Speed/[31] [372] glacia,de5ee536586a601288aaaf300d277bea14b231a8,31,372.0,79.0,0.6030534351145038
ECS13 - Speed/[31] [340] KUNOICHI Pi Pi Pi,f8caec3ecdaf4c286825f2bf3b24c9d20c9d7607,31,340.0,212.0,0.7412587412587412
ECS13 - Speed/[31] [366] Psychedelinger 2,6c38ea530c4c44a9a049fd6cc338b3d3129650e7,31,366.0,91.5,0.6161616161616161
ECS13 - Speed/[31] [320] The Decisive Collision,13a880bdc26fc87f8317a515151c640390e71960,31,320.0,350.0,1.0
ECS13 - Speed/[31] [350] The Unnatural (Medium),f8ed832c7b27ed571d163bd943e7b52792067cfe,31,350.0,122.0,0.8472222222222222
ECS13 - Speed/[32] [380] 18 Mne Uzhe,511a09bbc965f08c509a71d02a440c7a71d32f2c,32,380.0,80.0,0.5128205128205128
ECS13 - Speed/[32] [340] Battle - Strangers of Paradise,276e764084310132e1ab9d06026e845c4fe76e18,32,340.0,204.0,1.0
ECS13 - Speed/[32] [360] Melon Lover,64c4c8c33a0fd126d88afbfc1140fa4e676691e2,32,360.0,128.0,0.9846153846153847
ECS13 - Speed/[32] [336] Spiral of Erebos,3b6d25704d4b59537f08e9f5c46a2d40cb87c3b4,32,336.0,246.0,0.9879518072289156
ECS13 - Speed/[32] [354] STEEL TRANSONIC,d684c566767d05ef002016975c49c3fd6ec5df2c,32,354.0,241.5,0.7815533980582524
ECS13 - Speed/[32] [375] The Skies Are Not Enough (Hard),468ddd096bf56061d01eca9ce070b511eaccd2a4,32,375.0,99.0,0.5892857142857143
ECS13 - Speed/[33] [354] Avid,1d4bb8fe2ad17ad5882de46c489a71aa29e5ac8b,33,354.0,304.0,0.8636363636363636
ECS13 - Speed/[33] [370] Candy,ca7d3b7c4fb5f780b12ce1a55baedfe6a319a1d0,33,370.0,132.0,0.7374301675977654
ECS13 - Speed/[33] [380] Goodnight,d711307d8f63e2ff8635322640dd4559097e8487,33,380.174,110.0,0.7333333333333333
ECS13 - Speed/[33] [360] Gravity Blast,e13cd37b0e62732f271ab6c5505cd33c9d8ecf08,33,360.076,152.0,0.8172043010752689
ECS13 - Speed/[33] [344] The Ordeal Becomes Great,fd23da19ca56cf7d8ca0dbf2226010ff82c03eb4,33,343.92,280.0,0.851063829787234
ECS13 - Speed/[33] [398] Under Attachyon (Hard),467b17bb34382ce2c495e3c86846ac16089e37b7,33,397.5,69.0,0.42201834862385323
ECS13 - Speed/[34] [372] Desert After Tears,e6aa57e48e97d0134efda3dfcfa7637957981bfb,34,372.0,153.0,1.0
ECS13 - Speed/[34] [400] Little Nappy,7fc9a628eed5a5f1640f4f4b64fc473eb92c0bd3,34,400.0,93.0,0.7265625
ECS13 - Speed/[34] [360] Super Luminal,8aba9b2fb7036a0b0dcb2cf6e8902067c1e00eee,34,360.0,209.0,0.9720930232558139
ECS13 - Speed/[34] [390] Venus,e9b83d475db8fc1cb1a3cef0f9140dc4ec1feb12,34,390.0,136.0,0.8607594936708861
